MAP2K4 BLNK
SGK1 CS
SGK1 KCNJ1
SGK1 MYH1
SGK1 FAM98B
SGK1 DDX6
SGK1 GANAB
SGK1 CAMKK1
SGK1 PIP
SGK1 MAGEA1
SGK1 CBR3
SGK1 PIGR
SGK1 PFAS
SGK1 ATP5F1D
SGK1 GDI2
SGK1 LTF
SGK1 NDRG2
SGK1 CARHSP1
SGK1 FSCN1
SGK1 PAICS
SGK1 HYOU1
SGK1 SLC2A4
SGK1 MOB1A
SGK1 CETN3
SGK1 NDRG4
MAP3K7 NAIP
NAIP POU3F2
NAIP CASP9
NAIP DIABLO
NAIP NLRC4
NAIP HPCA
PML SSBP2
SSBP2 LMO2
SSBP2 PIN1
SSBP2 TAL1
SSBP2 EWSR1
SSBP2 IL36RN
SSBP2 LDB1
SSBP2 SSBP3
SSBP2 INTS3
SPI1 IL1B
SPI1 ITGA2B
IL1B MAPK8IP2
IL1B CEBPB
IL1B ADRB2
IL1B UBE2N
IL1B CASP1
IL1B A2M
IL1B IL1RAP
IL1B IL1R1
IL1B ZNF675
IL1B MMP2
IL1B IL1B
IL1B PRTN3
IL1B IL1R2
IL1B CASP4
ZBTB16 NFKBID
NFKBID LMO2
NFKBID SMAD4
NFKBID RUNX1
NFKBID RBM14
NFKBID HNRNPF
NFKBID SS18
NFKBID PAX6
NFKBID ESR2
NFKBID IKZF3
NFKBID LMO4
NFKBID TRIM29
NFKBID VIM
NFKBID TCF4
NFKBID HDAC4
NFKBID SAMD4A
NFKBID TRAF2
NFKBID KRT19
NFKBID NUP54
NFKBID KRT40
NFKBID GRB10
NFKBID NCK2
NFKBID HNRNPH1
NFKBID GADD45GIP1
NFKBID POU4F2
NFKBID MYEF2
NFKBID HOXA1
NFKBID LCK
NFKBID ARHGEF2
NFKBID TFIP11
NFKBID PLEKHN1
NFKBID PATZ1
NFKBID TCF19
NFKBID MEOX2
NFKBID PTCD1
NFKBID TCL1A
NFKBID SH3RF1
NFKBID FARS2
NFKBID C1orf109
NFKBID DMRT3
NFKBID TSSK3
NFKBID GLYCTK
NFKBID CRYBA2
NFKBID SORBS3
NFKBID ADAMTSL4
NFKBID IHO1
NFKBID BEX2
NFKBID RING1
NFKBID PATL1
NFKBID KRT75
NFKBID HOXB5
NFKBID SH2D1B
NFKBID GFAP
NFKBID CCHCR1
NFKBID SCNM1
NFKBID C1orf94
NFKBID QARS1
NFKBID PSMB8
NFKBID RAD51D
NFKBID GIGYF1
NFKBID ELOA
NFKBID FAM107A
NFKBID CYB5R2
NFKBID RBM41
NFKBID SMG9
NFKBID EFHC2
NFKBID DTX3
NFKBID SLU7
NFKBID LMO3
NFKBID FAAP20
NFKBID INCA1
NFKBID TRIM9
NFKBID RTP5
NFKBID GPANK1
NFKBID ANXA11
NFKBID TEKT5
NFKBID TEKT4
NFKBID KRTAP6-2
NFKBID HOXC8
NFKBID TRIML2
NFKBID PRDM6
NFKBID KRT34
NFKBID LGALS14
NFKBID PKP1
NFKBID MRPL28
NFKBID RFX2
NFKBID NDUFB7
NFKBID LHX3
NFKBID DDX25
NFKBID POMC
NFKBID ZC2HC1B
NFKBID HOXD3
NFKBID PRMT7
NFKBID NICN1
NFKBID SSC4D
NFKBID UTP23
NFKBID ZIC1
NFKBID IRX6
NFKBID CTRC
NFKBID C4orf45
NFKBID SNAPC3
NFKBID FOXI1
NFKBID RBM4B
NFKBID C12orf66
NFKBID HOXC9
NFKBID TSEN54
NFKBID KRT76
NFKBID SAMD11
NFKBID MRPL53
NFKBID HSBP1L1
LMO2 UBASH3B
LMO2 DBF4B
UBASH3B KAT5
UBASH3B PIAS2
UBASH3B EGFR
UBASH3B JAK2
UBASH3B KDM1A
UBASH3B UBC
UBASH3B HSPA8
UBASH3B SHC1
UBASH3B PRKN
UBASH3B ABL1
UBASH3B WASL
UBASH3B SPRY2
UBASH3B MYH9
UBASH3B RCHY1
UBASH3B AURKB
UBASH3B ACTB
UBASH3B DAZAP2
UBASH3B RNF41
UBASH3B VPS37B
UBASH3B DOC2A
UBASH3B KIF20A
UBASH3B UBASH3B
UBASH3B UBB
UBASH3B UBA52
UBASH3B RPS27A
UBASH3B PKP4
UBASH3B FAM168A
UBASH3B SLC25A48
UBASH3B DMRT3
UBASH3B PRR35
UBASH3B DTX3
UBASH3B TP53BP2
UBASH3B PSMB1
UBASH3B RNF216
UBASH3B PTPN21
UBASH3B EFS
UBASH3B BBC3
UBASH3B LZTS2
UBASH3B CCDC74B
UBASH3B DISC1
UBASH3B TEPSIN
UBASH3B TNKS
UBASH3B HOXB2
UBASH3B INCA1
UBASH3B TCF4
UBASH3B DLGAP2
UBASH3B KPRP
SMAD4 SKIL
SMAD4 NFIA
SMAD4 GPNMB
SKIL TDG
SKIL NCOR2
SKIL NCOR1
SKIL SKI
SKIL UBE2I
SKIL RNF4
SKIL PIAS1
SKIL ZMYM2
SKIL RNF111
SKIL XRCC6
SKIL XPA
SKIL ESR1
SKIL PIAS3
SKIL MORC4
SKIL FBLN1
SKIL LRP1
SKIL SMAD2
SKIL SMAD1
SKIL GLUL
SKIL FN1
SKIL SNRNP70
SKIL UIMC1
SKIL CHD3
SKIL PIAS4
SKIL SNW1
SKIL PTPRF
SKIL FAF1
SKIL TRIM33
SKIL CBX4
SKIL CDC27
SKIL CDC16
SKIL FZR1
SKIL VPS28
SKIL TRAK1
SKIL TLE5
SKIL SASH1
SKIL HEY1
SKIL TFPI2
SKIL SNX17
SKIL IL36RN
SKIL CPNE2
SKIL SKIL
SKIL SMURF2
SKIL ZNF106
SKIL THAP5
SKIL PSG3
SKIL TPM2
SKIL HIPK1
SKIL TTF2
SKIL PLCD3
SKIL TRIM62
SKIL ZBTB3
SKIL PYCR2
SKIL DRG1
SKIL TDP2
SKIL ZBTB6
SKIL KRT81
SKIL DHX30
SKIL PAPPA
SKIL CAMSAP1
SKIL SETDB1
SKIL SRP72
SKIL ANKRD11
SKIL EEF1G
SKIL CPNE1
SKIL MYG1
SKIL ZMYM5
SKIL CXXC5
SKIL USP25
SKIL HIPK3
SKIL NXF3
SKIL SVEP1
SKIL EIF4G2
SKIL ASCC3
SKIL CHPF
SKIL MACF1
SKIL NOTCH2
SKIL NID1
SKIL PSMC2
SKIL TSKU
SKIL SPARCL1
SKIL HEYL
SKIL PPL
SKIL THSD7A
SKIL OIP5
SKIL STK16
SKIL COL4A2
SKIL AHNAK
SKIL ZZEF1
SKIL CPNE4
SKIL NID2
SKIL CR1
SKIL GOLGB1
SKIL GAS8
SKIL DEUP1
NFIA CREBBP
NFIA NFIB
NFIA MIR223
NFIA GABARAPL1
NFIA PLEKHF2
GPNMB FHL2
GPNMB LINC01139
GPNMB PLA2G4A
MED1 RORA
MED1 MED13
RORA MYOD1
RORA EP300
RORA NCOA1
RORA COPS5
RORA PROX1
RORA PTBP1
RORA PSMC5
RORA NR0B1
RORA DCAF1
RORA DDB1
RORA RUVBL1
RORA CEBPB
RORA NME2
RORA IBSP
RORA NCOA2
RORA GFAP
RORA NME1
RORA PNRC1
RORA LMO3
RORA RARB
RORA RORA
RORA NR1D1
RORA PNRC2
FBXW7 MED13
DAXX RELB
DAXX FTH1
RELB SIN3A
RELB RELA
RELB USP7
RELB EZH2
RELB USP11
RELB PRKDC
RELB DDX1
RELB EHMT2
RELB SMARCA4
RELB NFKB2
RELB HDAC6
RELB UBC
RELB HSPA8
RELB GSK3B
RELB YY1
RELB HNRNPU
RELB BCL3
RELB CLTC
RELB HSPA5
RELB CALM3
RELB CHUK
RELB NFKBIA
RELB ACTG1
RELB COMMD1
RELB CBX3
RELB KPNA2
RELB SMARCB1
RELB SMARCC2
RELB SMARCC1
RELB TUBB
RELB CCAR2
RELB GTF2I
RELB RPS13
RELB RUVBL1
RELB USP9X
RELB RPLP2
RELB NONO
RELB NEK6
RELB SMARCE1
RELB IKBKG
RELB KPNB1
RELB HSPA1A
RELB CALM1
RELB TIMM50
RELB PFKL
RELB HSPA9
RELB RPS11
RELB RPL30
RELB RPS14
RELB RPS5
RELB DDX3X
RELB ARID1B
RELB SMARCD1
RELB ARID1A
RELB ACTL6A
RELB SMARCD2
RELB DPF2
RELB BCL7A
RELB KPNA6
RELB NFKBIE
RELB EPRS1
RELB CPSF6
RELB HSD17B4
RELB UBB
RELB NFKBIB
RELB KPNA1
RELB SFPQ
RELB MAP3K8
RELB CALM2
RELB CAD
RELB RPL6
RELB UBA52
RELB NUDT21
RELB RPS27A
RELB RPS10
RELB C1QBP
RELB RPLP0P6
RELB GLG1
RELB NQO2
RELB COMMD5
RELB COMMD8
RELB COMMD4
RELB HSPA1L
RELB TUBB4A
RELB KPNA3
RELB RELB
RELB HSPA6
RELB COMMD10
RELB TUBA3C
RELB DSP
RELB TUBA3D
RELB COMMD2
RELB COMMD3
RELB COMMD9
FTH1 NCOR1
FTH1 HERC2
FTH1 NR3C1
FTH1 HSPA8
FTH1 MAX
FTH1 WAS
FTH1 CSF3R
FTH1 BRD7
FTH1 NTAQ1
FTH1 SREBF2
FTH1 HSPB1
FTH1 NCOA4
FTH1 FTL
FTH1 PCBP1
FTH1 PCBP2
FTH1 PLEKHA5
FTH1 CRMP1
FTH1 FXR2
FTH1 NR5A2
FTH1 MEF2C
FTH1 TOLLIP
FTH1 CD99
FTH1 SLC1A6
FTH1 GOLM1
FTH1 IQCJ-SCHIP1
FTH1 ELL3
FTH1 FTH1
FTH1 UBR1
FTH1 BAG4
MAPK11 CCND3
CCND3 RARA
CCND3 RB1
CCND3 SP1
CCND3 RUNX1
CCND3 RBX1
CCND3 RBL2
CCND3 EIF3K
CCND3 CDK1
CCND3 CCND1
CCND3 HGS
CCND3 GSK3B
CCND3 MCM10
CCND3 CDK6
CCND3 PCNA
CCND3 CDK2
CCND3 NCOA2
CCND3 ATF5
CCND3 CDKN1B
CCND3 CDK16
CCND3 CDK4
CCND3 PPP1CB
CCND3 CDKN2D
CCND3 AKAP8
CCND3 DTNBP1
CCND3 CDK11B
CCND3 CRABP2
CCND3 CDK14
CCND3 VDR
CCND3 CDK5
CCND3 POLR3GL
CCND3 ATP5F1C
CCND3 TFIP11
CCND3 EFEMP2
CCND3 AREG
CCND3 NPDC1
CCND3 MAF1
CCND3 MAPK4
CCND3 MAPK13
CCND3 CASP2
CCND3 MAPK12
CCND3 PPP1CC
CCND3 DMTF1
CCND3 TSC2
CCND3 CDK18
CCND3 C14orf119
CCND3 KIFC3
CCND3 CDK3
CCND3 CCDC13
CCND3 MNS1
MDM2 HIF1A
MDM2 RANBP2
MDM2 ZNF766
HIF1A TP53
HIF1A CREBBP
HIF1A SUMO1
HIF1A HDAC1
HIF1A HDAC3
HIF1A HDAC2
HIF1A RB1
HIF1A STAT3
HIF1A JUN
HIF1A UBE2I
HIF1A SP1
HIF1A KAT5
HIF1A HDAC7
HIF1A RUNX1
HIF1A H2AX
HIF1A CSNK2A1
HIF1A USP7
HIF1A CTNNB1
HIF1A MYC
HIF1A PKM
HIF1A SIRT1
HIF1A CDKN2A
HIF1A PRKDC
HIF1A CDK1
HIF1A AR
HIF1A EP300
HIF1A NCOA1
HIF1A ESR1
HIF1A SRC
HIF1A ARNT
HIF1A NDN
HIF1A MCM7
HIF1A RACK1
HIF1A VHL
HIF1A TRIM28
HIF1A HNF4A
HIF1A PTBP1
HIF1A HSPA8
HIF1A PTK6
HIF1A MCL1
HIF1A CUL2
HIF1A ARNT2
HIF1A ARNTL
HIF1A UBC
HIF1A SSX4
HIF1A HIF1AN
HIF1A PSMA7
HIF1A HSP90AA1
HIF1A MTA1
HIF1A NAA10
HIF1A SAT2
HIF1A ELOC
HIF1A HSPA4
HIF1A SEPTIN9
HIF1A EGLN1
HIF1A HDAC4
HIF1A HDAC5
HIF1A OS9
HIF1A EGLN3
HIF1A VHLL
HIF1A EGLN2
HIF1A RUVBL2
HIF1A HSP90AB1
HIF1A COMMD1
HIF1A UBXN7
HIF1A STUB1
HIF1A ELOB
HIF1A KDM3A
HIF1A RWDD3
HIF1A USP19
HIF1A COPS5
HIF1A KAT2B
HIF1A F12
HIF1A LAMP2
HIF1A MAFG
HIF1A TRAF6
HIF1A FHL2
HIF1A PLD1
HIF1A EAF2
HIF1A PLD2
HIF1A SPRY2
HIF1A LINC01139
HIF1A FASN
HIF1A IKBKG
HIF1A HSPA1L
HIF1A KPNA6
HIF1A CEBPA
HIF1A KDM4C
HIF1A PLK3
HIF1A CBFA2T3
HIF1A NBN
HIF1A CASR
HIF1A ELAVL1
HIF1A TUBA1A
HIF1A NEDD8
HIF1A CREB3L1
HIF1A CA9
HIF1A VEGFA
HIF1A HIF3A
HIF1A KPNA1
HIF1A RACGAP1
HIF1A ESRRA
HIF1A ESRRB
HIF1A ESRRG
HIF1A PRKN
HIF1A HIF1A
HIF1A NQO1
HIF1A RUVBL1
HIF1A FHL1
HIF1A FHL3
HIF1A GATA3
HIF1A EPO
HIF1A FTCD
HIF1A SIRT2
HIF1A ETV4
HIF1A FGF11
HIF1A ISG15
HIF1A FOXM1
HIF1A CITED1
HIF1A PSMC3
HIF1A VCP
HIF1A RAB4B-EGLN2
HIF1A MAPK3
HIF1A HSP90AA2P
HIF1A DAP3
HIF1A SAT1
HIF1A NOTCH1
HIF1A MAX
HIF1A APEX1
HIF1A FAF2
HIF1A PIAS4
HIF1A TSGA10
HIF1A NCOA2
HIF1A COPS3
HIF1A PTEN
HIF1A FOXO3
HIF1A PGK1
HIF1A NPPB
HIF1A PER1
HIF1A ZNF197
HIF1A CITED2
HIF1A SSX4B
HIF1A NAA11
HIF1A CITED4
RANBP2 TP53
RANBP2 SUMO1
RANBP2 UBE2I
RANBP2 SP100
RANBP2 MYC
RANBP2 PKM
RANBP2 CDK1
RANBP2 H4C1
RANBP2 VIRMA
RANBP2 PRKN
RANBP2 ALB
RANBP2 APC
RANBP2 EFTUD2
RANBP2 WAS
RANBP2 PRKAR1A
RANBP2 HNRNPK
RANBP2 GOLGA2
RANBP2 CBX3
RANBP2 NUP153
RANBP2 TOP2A
RANBP2 EZR
RANBP2 FLNB
RANBP2 CDC73
RANBP2 XPO1
RANBP2 ARFGEF2
RANBP2 TAF1
RANBP2 HDAC4
RANBP2 CDC42
RANBP2 NUP62
RANBP2 KPNB1
RANBP2 NUP214
RANBP2 EIF3C
RANBP2 XPOT
RANBP2 IPO5
RANBP2 AIRE
RANBP2 SUZ12
RANBP2 MVP
RANBP2 AKAP13
RANBP2 TOP2B
RANBP2 UBA2
RANBP2 RAN
RANBP2 NXF1
RANBP2 RANGAP1
RANBP2 CDCA8
RANBP2 RAPGEF3
RANBP2 NUP107
RANBP2 MAP2K7
RANBP2 ADRM1
RANBP2 RPS6
RANBP2 RIF1
RANBP2 OPN1LW
RANBP2 PAN2
RANBP2 KIAA0100
RANBP2 SAE1
RANBP2 PTBP1
RANBP2 LSM14A
RANBP2 MT-CO1
RANBP2 ARID4B
RANBP2 NUP160
RANBP2 ELAPOR1
RANBP2 TNPO1
RANBP2 KPNA1
RANBP2 GSPT1
RANBP2 FHOD1
RANBP2 TGFBI
RANBP2 DSP
RANBP2 SPTBN5
RANBP2 MAN2A2
RANBP2 PLEC
RANBP2 LRPAP1
RANBP2 IFT140
RANBP2 SLC12A2
RANBP2 USF2
RANBP2 OPN1MW
RANBP2 KCNA2
RANBP2 MYH14
RPL11 RPL32
RPL11 DDX21
RPL32 NPM1
RPL32 EEF1A1
RPL32 GNL3
RPL32 RPS9
RPL32 LUC7L2
RPL32 HNRNPU
RPL32 ILF2
RPL32 NOLC1
RPL32 TCOF1
RPL32 FBL
RPL32 NCL
RPL32 RPL31
RPL32 DHX9
RPL32 YBX1
RPL32 RPSA
RPL32 EBNA1BP2
RPL32 RPL21
RPL32 RPL28
RPL32 RPL3
RPL32 RPL34
RPL32 RPS27
RPL32 RPS7
RPL32 RPS13
RPL32 TOP1
RPL32 RPLP2
RPL32 HNRNPA1
RPL32 HNRNPM
RPL32 TUBA1A
RPL32 RPS4X
RPL32 ILF3
RPL32 PAK2
RPL32 H1-10
RPL32 RPS11
RPL32 RPL5
RPL32 RPL30
RPL32 RPL24
RPL32 RPL7A
RPL32 EEF2
RPL32 RPS8
RPL32 RPL10A
RPL32 RPL4
RPL32 RPL12
RPL32 RPL17
RPL32 RPL18A
RPL32 RPS14
RPL32 RPS3A
RPL32 RPS2
RPL32 RPS23
RPL32 RPS5
RPL32 RPL18
RPL32 RPLP0
RPL32 RPL7
RPL32 TUBB1
RPL32 MYBBP1A
RPL32 RPL8
RPL32 RPL9
RPL32 RPS3
RPL32 RPL22
RPL32 RPS10
RPL32 DDX21
RPL32 U2AF1
RPL32 RPL13
RPL32 U2AF2
RPL32 PINX1
RPL32 RPS6
RPL32 RPL6
RPL32 NOP58
RPL32 RPLP1
RPL32 RPS16
RPL32 RPS15A
RPL32 RPS26
RPL32 RPL23
RPL32 RPS19
RPL32 RPS25
RPL32 RPL19
RPL32 RPL14
RPL32 RPS20
RPL32 UBA52
RPL32 RPL37A
RPL32 PSTPIP1
RPL32 IKBKE
RPL32 IGF2BP1
RPL32 RPL26
RPL32 RPL27
RPL32 RPS17
RPL32 RPS24
RPL32 SRPK1
RPL32 MAGEB2
RPL32 RPL35A
RPL32 SNU13
RPL32 SLC25A5
RPL32 RPL15
RPL32 RPL23A
RPL32 RPL27A
RPL32 RPS12
RPL32 RPL36
RPL32 RPL10
RPL32 RPL38
RPL32 H2BC14
RPL32 RPL36A
RPL32 EIF1B
RPL32 RPL29
RPL32 H1-3
RPL32 RPL13A
RPL32 C18orf32
RPL32 RBM28
RPL32 MAP3K14
RPL32 ACTG2
RPL32 RPS18
RPL32 RPL39
RPL32 BRIX1
RPL32 RPS15
RPL32 RPS21
RPL32 RPL35
RPL32 RPS29
RPL32 RPS27A
RPL32 PWP1
RPL32 SCYL2
RPL32 LYAR
RPL32 HLA-B
RPL32 SRP14
RPL32 RPS4Y2
RPL32 RSL1D1
RPL32 TUFM
RPL32 RPS28
RPL32 RPL37
RPL32 FAU
RPL32 DDX56
RPL32 RPL41
RPL32 RPS4Y1
DDX21 RELA
DDX21 JUN
DDX21 NPM1
DDX21 SUMO2
DDX21 PIAS1
DDX21 MYC
DDX21 EEF1A1
DDX21 GNL3
DDX21 RPS9
DDX21 NFKB2
DDX21 RRS1
DDX21 LUC7L2
DDX21 HNRNPU
DDX21 ILF2
DDX21 NOLC1
DDX21 TCOF1
DDX21 FBL
DDX21 NCL
DDX21 EFTUD2
DDX21 TRAF6
DDX21 HNRNPC
DDX21 PRKAB1
DDX21 RPL31
DDX21 DHX9
DDX21 TOP2A
DDX21 YBX1
DDX21 EBNA1BP2
DDX21 RPL21
DDX21 RPL28
DDX21 RPL3
DDX21 RPS7
DDX21 RPS13
DDX21 TOP1
DDX21 RPLP2
DDX21 HNRNPA1
DDX21 HNRNPM
DDX21 TUBA1A
DDX21 SSRP1
DDX21 STAU1
DDX21 ILF3
DDX21 YWHAE
DDX21 ERG
DDX21 LARP7
DDX21 H1-10
DDX21 NOP56
DDX21 RPS11
DDX21 RPL5
DDX21 RPL30
DDX21 RPL24
DDX21 RPL7A
DDX21 EEF2
DDX21 RPS8
DDX21 RPL10A
DDX21 RPL4
DDX21 RPL12
DDX21 RPL18A
DDX21 RPS14
DDX21 RPS3A
DDX21 RPS2
DDX21 RPS23
DDX21 RPL18
DDX21 RPLP0
DDX21 RPL7
DDX21 TUBB1
DDX21 MYBBP1A
DDX21 RPL8
DDX21 RPL9
DDX21 CTNNBL1
DDX21 RPL22
DDX21 EED
DDX21 SRPK2
DDX21 DOT1L
DDX21 RPL37A
DDX21 H2BC14
DDX21 RPL36A
DDX21 RPS24
DDX21 RPS16
DDX21 RPL29
DDX21 MCC
DDX21 H1-3
DDX21 RPL13A
DDX21 C18orf32
DDX21 RBM28
DDX21 MAP3K14
DDX21 RPL10
DDX21 RPS12
DDX21 ACTG2
DDX21 RPL26
DDX21 SNU13
DDX21 U2AF2
DDX21 RPL35A
DDX21 PSTPIP1
DDX21 RPS18
DDX21 NOP58
DDX21 RPL39
DDX21 RPL23
DDX21 IKBKE
DDX21 SLC25A5
DDX21 RPL19
DDX21 RPL27A
DDX21 RPS17
DDX21 BRIX1
DDX21 PRPF8
DDX21 RPS15
DDX21 RPL6
DDX21 RPS6
DDX21 RPL35
DDX21 IGF2BP1
DDX21 PINX1
DDX21 RPS29
DDX21 RPL27
DDX21 PWP1
DDX21 RPL15
DDX21 RPL36
DDX21 SCYL2
DDX21 LYAR
DDX21 SMNDC1
DDX21 RPLP1
DDX21 HLA-B
DDX21 RPL23A
DDX21 RPL14
DDX21 SRP14
DDX21 U2AF1
DDX21 RPL13
DDX21 RSL1D1
DDX21 TUFM
DDX21 SRPK1
DDX21 KPNA3
DDX21 MED19
DDX21 GH1
DDX21 RPS15A
DDX21 CDC42BPB
DDX21 RTCA
DDX21 RRP1B
MYB MAF
MYB SDC2
MYB SMARCA2
MAF CREBBP
MAF JUN
MAF EP300
MAF SOX9
MAF MAF
MAF FOS
MAF UBE2O
MAF AHR
MAF SMARCA5
MAF ETS1
MAF KDM5B
MAF USF2
MAF MAFG
MAF HOXD12
MAF MAFA
SDC2 SRC
SDC2 PRKCD
SDC2 TGFB1
SDC2 PRKCB
SDC2 FN1
SDC2 EZR
SDC2 ITPR1
SDC2 EPB41L1
SDC2 PRKCI
SDC2 PRKCZ
SDC2 NF1
SDC2 FGF2
SDC2 ANOS1
SDC2 CASK
SDC2 LAMA3
SDC2 SDC2
SDC2 SDC1
SDC2 PRKCG
SDC2 PRKCQ
SDC2 PRKCH
SDC2 HGF
SDC2 CSF2
SDC2 EPHB2
SDC2 TGFBR3
SDC2 CSF2RA
SDC2 TRAPPC4
SDC2 TNFSF13
SDC2 PF4
SDC2 SPARC
SDC2 SERPINC1
SDC2 REG3A
SDC2 SDC3
SDC2 SDC4
SDC2 ASPH
SMARCA2 CREBBP
SMARCA2 SIN3A
SMARCA2 HDAC1
SMARCA2 HDAC2
SMARCA2 RB1
SMARCA2 H2AX
SMARCA2 MYC
SMARCA2 AR
SMARCA2 NR3C1
SMARCA2 ESR1
SMARCA2 SMARCA4
SMARCA2 KDM1A
SMARCA2 GSK3B
SMARCA2 BRCA1
SMARCA2 KAT2B
SMARCA2 SS18
SMARCA2 CDX2
SMARCA2 CEBPB
SMARCA2 POLR2A
SMARCA2 ETS1
SMARCA2 SOX2
SMARCA2 EFTUD2
SMARCA2 KHDRBS1
SMARCA2 ACTB
SMARCA2 CHD3
SMARCA2 CBX5
SMARCA2 PRMT5
SMARCA2 ARID1B
SMARCA2 SMARCD1
SMARCA2 PHF10
SMARCA2 RBBP4
SMARCA2 DPF2
SMARCA2 SMARCC2
SMARCA2 SMARCB1
SMARCA2 SMARCC1
SMARCA2 PHB
SMARCA2 ARID1A
SMARCA2 SMARCE1
SMARCA2 ACTL6A
SMARCA2 MECP2
SMARCA2 CEBPA
SMARCA2 SMARCD2
SMARCA2 SSX2
SMARCA2 NR0B2
SMARCA2 BCL7A
SMARCA2 DPF3
SMARCA2 SMARCD3
SMARCA2 BCL7C
SMARCA2 ERCC6
SMARCA2 PRPF6
SMARCA2 TBP
SMARCA2 SAP30
SMARCA2 ACTL6B
SMARCA2 TAF12
SMARCA2 GTF2B
SMARCA2 SMARCA5
SMARCA2 TAF6
SMARCA2 RUVBL1
SMARCA2 RBBP5
SMARCA2 DRAP1
SMARCA2 CDK8
SMARCA2 GTF2E1
SMARCA2 MBD3
SMARCA2 PCBD1
SMARCA2 GTF2F1
SMARCA2 MTA2
SMARCA2 WDR5
SMARCA2 RBBP7
SMARCA2 ERCC3
SMARCA2 SAP18
SMARCA2 BANF1
SMARCA2 CCNC
SMARCA2 SYMPK
SMARCA2 PRKCH
SMARCA2 CCNE1
SMARCA2 RAN
SMARCA2 BAZ1B
SMARCA2 CHAF1A
SMARCA2 JOSD2
SMARCA2 GTF2H3
SMARCA2 TAF1
SMARCA2 GTF2H1
SMARCA2 BEND7
SMARCA2 MCPH1
SMARCA2 PCSK4
SMARCA2 VDR
SMARCA2 TOP2B
SMARCA2 MAP2K7
SMARCA2 MED21
SMARCA2 UQCRC1
SMARCA2 TMF1
SMARCA2 SUPT16H
SMARCA2 E2F4
SMARCA2 TAF9
SMARCA2 SOD2
SMARCA2 CPSF2
SMARCA2 KMT2A
TP53 EGR1
TP53 TCF4
TP53 RNF125
TP53 KLF6
TP53 CABLES1
TP53 TRIM22
TP53 GRK5
TP53 CDK6
TP53 SAT1
EGR1 SRF
EGR1 CREBBP
EGR1 SUMO1
EGR1 RELA
EGR1 JUN
EGR1 SP1
EGR1 CSNK2A1
EGR1 PSMA3
EGR1 EGFR
EGR1 CDKN2A
EGR1 RET
EGR1 EP300
EGR1 CEBPB
EGR1 NAB1
EGR1 TBX2
EGR1 SNAI1
EGR1 CSNK2A2
EGR1 TGFBR2
EGR1 ERBB3
EGR1 SREBF2
EGR1 MAOB
EGR1 ATF1
EGR1 COL2A1
EGR1 PITX1
EGR1 IL2
EGR1 NFATC1
EGR1 SOD1
EGR1 NAB2
EGR1 F3
EGR1 FOSL1
EGR1 FLI1
EGR1 ABCA2
EGR1 PTGES
EGR1 CREB1
EGR1 ACE
EGR1 FASLG
EGR1 IL3
EGR1 ELK1
EGR1 TNF
EGR1 NFATC2
TCF4 RELA
TCF4 CSNK2A1
TCF4 CTNNB1
TCF4 PIN1
TCF4 PRKDC
TCF4 CDC5L
TCF4 PRPF19
TCF4 AR
TCF4 MYOD1
TCF4 EP300
TCF4 TWIST1
TCF4 HSPA8
TCF4 C1orf50
TCF4 PRKAA2
TCF4 NEUROD1
TCF4 TCF3
TCF4 TAL1
TCF4 CTBP1
TCF4 TCF12
TCF4 HBP1
TCF4 ILF2
TCF4 CALM3
TCF4 ARHGEF5
TCF4 SLC4A1AP
TCF4 LMO4
TCF4 PPP1CA
TCF4 PIAS4
TCF4 TOP2A
TCF4 SRSF1
TCF4 CHAF1A
TCF4 DYNC1H1
TCF4 JUP
TCF4 ID3
TCF4 ID1
TCF4 ID2
TCF4 MSC
TCF4 ASCL1
TCF4 TAL2
TCF4 ASCL3
TCF4 TRIM33
TCF4 TCF21
TCF4 CKS1B
TCF4 DDX6
TCF4 EPHB6
TCF4 MATN3
TCF4 MYO5B
TCF4 ZNF124
TCF4 RECK
TCF4 MAD2L2
TCF4 NEK6
TCF4 MAPKBP1
TCF4 GORASP2
TCF4 HSPB7
TCF4 RSPH14
TCF4 NDOR1
TCF4 NME7
TCF4 MEMO1
TCF4 PPIL1
TCF4 TRAPPC2L
TCF4 TAPBPL
TCF4 CABP5
TCF4 ZNF587
TCF4 SGF29
TCF4 EFHC1
TCF4 TWIST2
TCF4 MORN4
TCF4 ASCL4
TCF4 PATE1
TCF4 FERD3L
TCF4 ZDHHC24
TCF4 SEC14L4
TCF4 CBFA2T2
TCF4 RUNX1T1
TCF4 CBFA2T3
TCF4 GSE1
TCF4 TCF24
TCF4 HEXIM2
TCF4 ID4
TCF4 NEUROG3
TCF4 BACH1
TCF4 LENG1
TCF4 SRSF2
TCF4 RBMX
TCF4 PTGER3
TCF4 SNRPD1
TCF4 POLR1C
TCF4 CSNK2A2
TCF4 SF3B1
TCF4 PPIA
TCF4 SNRPD3
TCF4 PLRG1
TCF4 FAM124B
TCF4 ZNF417
TCF4 SF3B2
TCF4 ARHGEF1
TCF4 PSMA1
TCF4 STK16
TCF4 TSSK3
TCF4 AMHR2
TCF4 CWC15
TCF4 C1orf109
TCF4 PLEKHN1
TCF4 EIF4EBP1
TCF4 TLE5
TCF4 MRFAP1L1
TCF4 FLAD1
TCF4 GNG10
TCF4 NEUROG1
TCF4 CALM2
TCF4 CDC73
TCF4 SCAF8
TCF4 UTP23
TCF4 LMO1
TCF4 BZW1
